covariate,coef,hazard_ratio,se(coef),z,p,hr_lower_95,hr_upper_95
fiber_optic,0.23179157936965145,1.2608569128485896,0.05417831216521868,4.278309347526273,1.8831818721131722e-05,1.1338331254425003,1.4021112269564722
electronic_check,0.47166732695685026,1.6026641318783357,0.04904974853757971,9.616100816408467,6.837402204081434e-22,1.4557650738413723,1.7643865523107196
senior_citizen,-0.08766791417301228,0.9160650384324964,0.05484159102520412,-1.5985662074012739,0.1099170233555146,0.8227067522309792,1.0200173419784067
paperless_billing,0.11988913636130866,1.1273718601044294,0.05562562184329004,2.1552862222208224,0.031139443282272763,1.010924158527114,1.2572330972949368
